,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speeds,Country,Date
385,san francisco,37.77,-122.42,55.0,87,1,6.93,US,1604145405
386,harper,4.38,-7.72,81.5,80,60,9.17,LR,1604145499
387,koutiala,12.39,-5.46,95.54,17,0,9.51,ML,1604145499
388,guanica,17.97,-66.91,82.0,68,53,1.01,PR,1604145500
389,hobyo,5.35,48.53,83.97,67,54,8.52,SO,1604145500
390,kitob,39.08,66.83,63.46,24,1,3.33,UZ,1604145500
391,zurrieq,35.83,14.47,71.6,68,20,5.82,MT,1604145500
392,salinopolis,-0.61,-47.36,84.38,68,61,11.14,BR,1604145500
393,filotion,37.05,25.5,69.01,49,20,13.87,GR,1604145500
394,shubarshi,48.59,57.19,56.08,35,66,12.01,KZ,1604145500
395,vila,42.03,-8.16,61.0,89,96,10.0,PT,1604145500
396,makakilo city,21.35,-158.09,73.4,88,1,3.36,US,1604145258
397,garachine,8.06,-78.36,77.81,84,43,6.15,PA,1604145500
398,acarau,-2.89,-40.12,86.86,61,37,16.53,BR,1604145500
399,islampur,26.27,88.2,87.8,52,40,5.97,IN,1604145500
400,buala,-8.14,159.59,80.46,75,89,1.66,SB,1604145501
401,melendugno,40.27,18.34,68.0,68,40,6.93,IT,1604145501
402,ostrovnoy,68.05,39.51,29.14,95,19,10.89,RU,1604145501
403,dembi dolo,8.53,34.8,68.52,88,45,1.59,ET,1604145501
404,oum hadjer,13.3,19.7,98.65,15,22,9.06,TD,1604145501
405,ulverstone,-41.15,146.17,51.01,68,6,11.99,AU,1604145501
406,shimanovsk,52.0,127.7,32.2,98,100,8.88,RU,1604145501
407,solano,38.23,-121.95,55.0,81,1,6.93,US,1604145501
408,ballina,-28.87,153.57,71.6,73,29,11.41,AU,1604145501
409,urumqi,43.8,87.6,46.4,42,0,2.24,CN,1604145309
410,college,64.86,-147.8,10.4,78,90,1.77,US,1604145501
411,xining,36.62,101.77,38.7,69,8,5.26,CN,1604145501
412,verkhnevilyuysk,63.45,120.32,-5.91,90,20,2.26,RU,1604145501
413,itaituba,-4.28,-55.98,77.0,94,20,3.29,BR,1604145501
414,anadyr,64.75,177.48,6.8,92,75,6.71,RU,1604145502
415,zaltan,32.95,11.87,72.23,55,56,9.71,LY,1604145502
416,kyaiklat,16.43,95.73,80.6,94,75,5.82,MM,1604145502
417,fairbanks,64.84,-147.72,10.4,85,90,4.7,US,1604145502
418,neiafu,-18.65,-173.98,77.14,83,50,22.84,TO,1604145502
419,caravelas,-17.71,-39.25,82.62,63,84,8.3,BR,1604145502
420,gopalganj,26.47,84.43,80.17,54,72,7.74,IN,1604145502
421,dickinson,29.46,-95.05,57.99,87,1,7.11,US,1604145420
422,gondanglegi,-7.75,112.01,71.24,94,97,5.35,ID,1604145502
423,klaksvik,62.23,-6.59,44.6,93,100,34.45,FO,1604145502
424,almeirim,-1.52,-52.58,82.9,66,98,6.73,BR,1604145495
425,liverpool,53.41,-2.98,59.0,87,75,25.28,GB,1604145502
426,bereda,43.27,-7.54,66.0,78,99,17.0,ES,1604145502
427,constantine,36.37,6.61,69.8,40,0,4.7,DZ,1604145502
428,venezuela,8.0,-66.0,81.52,75,94,15.86,VE,1604145502
429,dawson creek,55.77,-120.24,33.8,69,1,13.87,CA,1604145503
430,acajutla,13.59,-89.83,68.0,100,15,7.56,SV,1604145503
431,mitchell,43.71,-98.03,48.2,70,1,6.93,US,1604145503
432,taoudenni,22.68,-3.98,90.14,13,81,7.81,ML,1604145503
433,port-gentil,-0.72,8.78,84.2,83,75,11.41,GA,1604145503
434,bijar,35.87,47.61,69.49,21,0,5.73,IR,1604145503
435,tulum,20.22,-87.47,73.99,97,70,5.61,MX,1604145503
436,lazarev,52.23,141.51,39.36,74,100,8.81,RU,1604145503
437,hutchinson,38.06,-97.93,48.2,57,1,19.46,US,1604145503
438,ipixuna,-1.76,-48.8,80.6,83,0,6.93,BR,1604145504
439,qasigiannguit,68.82,-51.19,15.8,72,75,3.36,GL,1604145504
440,pochutla,15.74,-96.47,72.0,88,84,2.21,MX,1604145504
441,mkushi,-13.62,29.39,90.0,19,1,10.54,ZM,1604145504
442,san antonio,29.42,-98.49,42.8,86,1,2.66,US,1604145034
443,faanui,-16.48,-151.75,78.35,78,2,15.84,PF,1604145504
444,kaspiysk,42.88,47.64,64.4,82,92,11.18,RU,1604145504
445,ilulissat,69.22,-51.1,15.8,72,75,3.36,GL,1604145504
446,malatya,38.5,38.0,80.6,21,75,14.99,TR,1604145504
447,challans,46.84,-1.87,63.0,77,90,16.11,FR,1604145504
448,dilla,6.41,38.31,72.1,71,42,2.01,ET,1604145504
449,klyuchevskiy,53.53,119.45,23.04,88,100,8.1,RU,1604145504
450,qobustan,40.08,49.41,71.6,73,0,23.04,AZ,1604145504
451,datong,40.09,113.29,44.01,48,57,9.73,CN,1604145504
452,concepcion del oro,24.63,-101.42,45.97,75,0,3.44,MX,1604145505
453,mantua,45.17,10.78,64.0,72,31,3.36,IT,1604145505
454,kaliua,-5.06,31.79,91.47,22,82,6.98,TZ,1604145505
455,kokoda,-8.88,147.74,74.68,72,85,0.67,PG,1604145505
456,tirano,46.22,10.17,70.0,56,0,0.43,IT,1604145505
457,saint-joseph,-21.37,55.62,75.2,50,40,21.92,RE,1604145505
458,burnie,-41.07,145.92,51.01,68,6,11.99,AU,1604145385
459,palana,59.12,159.97,29.44,92,43,5.03,RU,1604145505
460,sao filipe,14.9,-24.5,82.08,59,94,17.05,CV,1604145505
461,rio grande,-32.03,-52.1,66.2,63,90,11.41,BR,1604145505
462,muros,42.78,-9.06,64.99,90,100,17.0,ES,1604145505
463,nalut,30.33,10.85,72.03,33,0,4.81,LY,1604145505
464,jamame,0.07,42.75,87.84,55,22,13.94,SO,1604145505
465,awjilah,29.11,21.29,76.68,36,39,10.07,LY,1604145505
466,ampanihy,-24.7,44.75,96.71,15,0,2.93,MG,1604145505
467,villagarzon,1.04,-76.63,73.53,65,99,3.38,CO,1604145506
468,san carlos de bariloche,-41.15,-71.31,50.0,43,0,6.93,AR,1604145506
469,iberia,29.95,-91.75,48.2,93,1,3.36,US,1604145506
470,pangoa,-12.12,-73.0,66.0,97,100,0.56,PE,1604145506
471,plettenberg bay,-34.05,23.37,64.44,58,0,11.72,ZA,1604145506
472,sitka,57.05,-135.33,48.2,87,90,17.22,US,1604145506
473,silvino lobos,12.3,124.83,77.14,93,100,4.83,PH,1604145506
474,huruta,8.15,39.35,71.04,50,32,15.88,ET,1604145506
475,nouadhibou,20.93,-17.03,75.2,69,0,16.11,MR,1604145506
476,mount abu,24.6,72.7,71.24,28,0,5.59,IN,1604145506
477,chipping sodbury,51.54,-2.39,57.0,93,100,8.01,GB,1604145506
478,manta,-0.95,-80.73,71.6,83,75,3.36,EC,1604145383
479,nhulunbuy,-12.23,136.77,80.6,78,0,5.82,AU,1604145506
480,synya,65.37,58.04,32.5,95,78,7.34,RU,1604145506
481,olafsvik,64.89,-23.71,41.36,85,53,13.82,IS,1604145507
482,antofagasta,-23.65,-70.4,59.0,77,90,2.24,CL,1604145363
483,puerto escondido,15.85,-97.07,75.67,56,50,5.73,MX,1604145507
484,aquiraz,-3.9,-38.39,78.8,88,75,11.41,BR,1604145507
485,faya,18.39,42.45,77.0,36,40,13.87,SA,1604145507
486,terra santa,-2.1,-56.49,84.69,66,70,5.21,BR,1604145507
487,onega,63.91,38.14,35.4,84,0,3.13,RU,1604145507
488,roma,43.21,-75.46,23.0,79,20,4.7,US,1604145244
489,cedar city,37.68,-113.06,35.6,37,1,1.9,US,1604145494
490,palmito,9.33,-75.55,75.83,90,68,5.61,CO,1604145507
491,urucui,-7.23,-44.56,74.07,92,99,9.22,BR,1604145507
492,calvinia,-31.47,19.78,80.29,15,0,9.64,ZA,1604145507
493,biak,-0.91,122.88,78.75,75,91,3.49,ID,1604145507
494,alyangula,-13.85,136.42,80.6,78,18,9.57,AU,1604145507
495,finnsnes,69.23,17.98,34.0,86,75,23.04,NO,1604145507
496,leiyang,26.4,112.86,65.86,83,95,5.75,CN,1604145507
497,honiara,-9.43,159.95,78.8,94,40,3.36,SB,1604145507
498,biltine,14.53,20.92,94.59,16,51,8.66,TD,1604145507
499,portland,45.52,-122.68,42.01,86,1,1.99,US,1604145451
500,boyolangu,-8.12,111.89,75.2,88,87,6.8,ID,1604145508
501,nizwa,22.93,57.53,89.69,10,8,4.29,OM,1604145508
502,laredo,27.51,-99.51,48.2,87,1,6.31,US,1604145266
503,brandfort,-28.7,26.46,62.6,93,90,6.93,ZA,1604145508
504,prince rupert,54.32,-130.32,46.4,93,90,10.29,CA,1604145476
505,tateyama,34.98,139.87,60.8,59,0,10.29,JP,1604145508
506,alugan,12.22,125.48,80.44,85,100,13.89,PH,1604145508
507,petropavlovsk-kamchatskiy,53.05,158.65,39.2,92,75,8.95,RU,1604145459
508,golovchino,50.53,35.8,46.4,100,90,6.71,RU,1604145508
509,salalah,17.02,54.09,89.6,22,0,8.05,OM,1604145508
510,sombrio,-29.11,-49.62,68.4,58,54,1.21,BR,1604145508
511,duluth,46.78,-92.11,37.4,59,1,17.22,US,1604145215
512,sorland,67.67,12.69,48.2,70,40,14.99,NO,1604145508
513,yaan,7.38,8.57,93.25,47,26,1.63,NG,1604145508
514,gornopravdinsk,60.05,69.9,33.71,92,88,9.1,RU,1604145508
515,coquimbo,-29.95,-71.34,53.6,87,90,2.24,CL,1604145509
516,talnakh,69.49,88.4,17.6,85,75,35.79,RU,1604145509
517,poum,-20.23,164.02,77.72,82,59,23.82,NC,1604145509
518,doha,25.29,51.53,91.4,31,0,8.05,QA,1604145482
519,darhan,49.49,105.92,31.14,80,99,4.54,MN,1604145509
520,tervel,43.75,27.4,55.0,81,100,1.01,BG,1604145509
521,key west,24.56,-81.78,82.4,88,1,8.34,US,1604145509
522,sergeyevka,53.88,67.42,37.09,81,71,10.47,KZ,1604145509
523,fort nelson,58.81,-122.7,15.8,92,75,4.7,CA,1604145466
524,saint-paul,-21.01,55.27,77.0,33,90,8.05,RE,1604145509
525,tambura,5.6,27.47,85.1,59,64,5.17,SS,1604145509
526,changping,40.22,116.22,66.0,22,36,8.01,CN,1604145509
527,lazaro cardenas,17.96,-102.2,76.1,80,3,5.3,MX,1604145509
528,nardaran,40.56,50.01,71.6,73,0,23.04,AZ,1604145510
529,sibu,2.3,111.82,80.6,88,20,1.66,MY,1604145510
530,tessalit,20.2,1.01,93.31,11,19,13.8,ML,1604145510
531,ridgecrest,35.62,-117.67,52.0,21,0,0.72,US,1604145302
532,salina,38.84,-97.61,51.01,57,1,13.87,US,1604145510
533,dakar,14.69,-17.44,87.8,45,0,16.11,SN,1604145334
534,ust-nera,64.57,143.2,-5.03,82,86,1.79,RU,1604145510
535,port blair,11.67,92.75,81.0,82,14,8.3,IN,1604145309
536,le port,-20.94,55.29,77.0,33,90,8.05,RE,1604145510
537,shingu,33.73,135.98,53.35,73,0,6.29,JP,1604145510
538,mehamn,71.04,27.85,27.46,94,44,15.41,NO,1604145510
539,sawakin,19.11,37.33,90.61,54,2,12.66,SD,1604145511
540,parainen,60.31,22.3,48.2,87,90,6.93,FI,1604145511
541,cidreira,-30.18,-50.21,67.01,62,89,10.16,BR,1604145511
542,zhezkazgan,47.8,67.71,48.58,44,0,8.41,KZ,1604145511
543,lahaina,20.88,-156.68,77.0,65,90,9.17,US,1604145511
544,kabarnet,0.49,35.74,73.4,49,40,11.41,KE,1604145511
545,gizo,-8.1,156.84,82.74,74,60,6.02,SB,1604145511
